aaaa	工 恭恭敬敬
pvf	安
pvge	安静
pvit	福建省
pvlf	安置
pvnf	安慰
pvng	案情
pvny	安心
pvpg	安定
pvps	安宁
pvqd	安危
pvqo	冩 寫
pvrd	安排
pvrf	安抚
pvsu	案
pvtm	安徽
pvuf	安装
pvvv	安娜
pvwg	安全 案例
pvwr	案件
pvxt	安乡
pvyd	安庆
pvyt	安放
pwaf	空
pwan	窍
pwat	穿
pwav	窃
pwbb	窗子 帘子
pwbg	窿
pwbi	空隙
pwbm	突出 窋
pwbt	空降
pwcc	窡
pwcn	窓
pwdh	突破
pwdj	宿
pwdu	突 突厥
pwdx	空袭
pwee	容貌
pwfa	穿戴
pwfb	空地
pwfc	空运
pwfd	窦
pwfh	穿越 突起
pwfi	察
pwfj	罕 穽
pwfm	突击
pwfp	穿过
pwfq	窥
pwfv	窛 竈
pwgf	窒 穻
pwgn	窀
pwha	空虚
pwhk	空战
pwim	窑洞
pwip	社会学 察觉 社会党
pwiq	窕
pwjg	容量
pwjq	容易
pwjs	窠
pwkh	空中 窜
pwkk	窗口 容器
pwkw	窝
pwlb	穷
pwlf	突围
pwmh	帘
pwmq	罕见
pwnm	窟
pwnt	突发 安全性
pwov	窭
pwpl	空军
pwpw	窟窿
pwqd	突然
pwqh	窗外
pwqn	窇
pwqu	穸
pwqv	窞
pwrh	察看
pwrm	窑
pwrn	空气
pwrr	空白
pwry	社会制度 窳
pwsu	穼
pwtf	窄
pwth	窒息
pwti	社会科学
pwtk	窖 竆
pwtn	窸
pwtp	窆
pwtq	窗
pwtr	农作物
pwu	穴
pwue	空前
pwuj	空间 究竟 窨
pwuk	宣传部
pwup	邃
pwut	穴道
pwvb	究
pwvc	寑
pwvk	窘
pwvy	容忍
pwwe	彮
pwwf	宿舍
pwwj	窬
pwwk	容
pwww	穷人
pwwx	社会化
pwxb	穹
pwxl	窈
pwxm	容纳
pwyf	窣
pwyg	鹤
pwym	空调 寯
pwyn	窗户
pwyo	鶴 突变
pwyt	容许
pwyy	社会主义
pxb	它
pxbw	初级阶段
pxif	被统治者
pxth	寲
pxtx	神经系统
pxwu	它们
pyaa	祴
pyaf	禥
pyal	神功
pyaq	社区
pyas	禖
pyaw	祺
pybh	祁
pybn	祂
pyce	神通
pycf	神圣
pycg	祃
pydc	祓
pydf	祷
pydg	祜 祏
pydk	祐
pyds	神奇
pydx	神龙
pydy	神态
pyec	禐
pyee	礼貌
pyeg	祖
pyen	礽
pyfc	祛
pyfg	社
pyfh	祎
pyfi	祈求
pyfk	禧
pyft	祾
pyfw	禛
pygd	祆
pygf	祬 宔
pygl	福
pygo	福晋
pygq	禰
pyhg	祉
pyhi	视频
pyhm	祯
pyi	礻
pyif	礼法
pyip	视觉 礼堂 神学 祠堂
pyiq	祧
pyjf	视野
pyjg	祖师
pyjh	神
pyjm	禵
pyjs	祼
pyjt	福临
pykd	祦
pykk	礼品
pykq	祝
pykw	祸
pyld	祻
pylf	社团
pylg	祖国
pylk	祝贺
pyls	祵
pylt	视力
pylw	禩
pymk	禂
pymq	视
pyng	神情
pynk	祠
pynn	礼 祀
pyny	辶
pype	神农
pypf	祖宗
pypv	福康安
pypw	视察
pypy	祈祷 祝福
pyqa	祇
pyqc	神色
pyqe	视角
pyqi	祢
pyqm	祹
pyqy	祗
pyrd	礼拜
pyrf	禆
pyrh	祈
pyri	祩
pyrn	神气
pysf	禋
pyta	审计长 社长
pytd	神智 祅
pytf	祖先 祚
pytj	福利
pytl	社稷
pytn	神秘
pytr	礼物
pyty	神往
pyud	祥
pyuf	禅
pyuj	神韵
pyuk	礼部
pyut	神道
pyvf	福建
pyvi	禄
pyvo	神灵
pywf	社会
pywk	祫
pywm	神仙
pywq	祖父 神像
pywu	神位
pywy	礼仪
pyxc	神经
pyxg	视线
pyxi	祿
pyxt	禨
pyye	禳
pyyf	祽
pyyl	视为
pyym	神庙
pyyn	宀
pyyt	神话 福州 神州
qaai	错落
qadk	鍩 锘
qadn	鍖
qadt	鑶
qafg	钳
qafl	鑉
qag	釭
qagp	钱其琛
qahh	舛
qahs	桀
qajd	鏌 镆
qajf	昏
qajg	错 錯
qakg	钷
qakk	鏂
qaky	鑵
qalg	锚
qamh	鉔
qamy	鏋
qang	钜
qant	钺
qany	鋱 铽
qaop	昏迷
qapl	铹
qaqc	金黄色
qaqj	鐕
qatj	匈牙利
qatq	铙
qaui	钄
qav	氏
qavk	鍣
qawc	镬 鑊
qawk	鎝
qayb	邸
qayg	鸱
qayi	氐
qayk	错误
qayn	铓
qayt	氏族
qbbb	鑷
qbbc	迎娶
qbbh	鎁
qbbw	凶险
qbcc	镊
qbdm	迎面
qbg	铒
qbgo	迎来
qbh	钌 卬
qbhf	眢
qbhk	迎战
qbk	凶
qblf	盌
qblg	锰
qbmd	鸳鸯
qbmm	狮子山
qbnu	怨
qbpk	迎
qbpr	迎宾
qbqg	鸳
qbqt	凶猛
qbrt	凶手
qbru	迎接
qbsk	锕
qbws	独联体
qcb	色
qcbk	鐍
qcbs	鍒
qces	色彩
qcfh	铎
qcgx	色素
qci	勾
qcic	色泽
qciv	勾当
qcn	钯
qcng	色情
qcnt	针对性
qcsg	色酚
qcxf	勾结
qcy	鎷
qcyy	钗
qdbb	危
qdbm	頠
qdbn	鈪
qdbt	敎
qdbw	危险
qdcb	郄
qdcw	危难
qdcy	钹
qddm	然而
qdea	希腊
qdec	殽
qdef	肴
qdeg	铕
qdey	危及 鋹
qdfa	锛
qdg	钴
qdhd	鍥 锲
qdjg	銆
qdmh	希
qdmw	欷
qdnt	铖
qdou	然
qdpd	危害
qdqq	鏯
qdqr	铸铁
qdqv	危急
qdrg	然后
qdsk	锜 錡
qdsm	危机
qdtf	铸 铸造
qduf	乌克兰
qdui	鐐 镣
qduw	鐝 镢
qdww	犹太人
qdwy	詹
qdy	釱
qdyn	希望
qdyy	钛
qeae	解散
qeai	角落
qeaq	名胜区
qebw	解除
qedy	名胜古迹
qeep	角逐
qeeu	解脱
qeey	触及
qefc	触动 锾
qefi	解救
qefy	锊
qeg	钥
qega	解开
qegl	锄
qegx	解毒
qeiq	觥
qej	角
qejg	钥匙 解题
qejy	触
qeln	觔
qeqc	角色
qery	觚
qesr	解析
qet	钐
qeto	解释
qetr	觞
qetw	解答
qeuf	斛 觯
qeuk	解剖
qeun	解决
qevh	解
qevj	蟹
qews	解体
qeww	希腊人
qeya	角度
qeyf	解读
qeyt	解放
qeyu	解说
qeyy	钑 鈒
qfau	鐡
qfcf	针对
qfcl	鎑
qfdf	镇压
qfg	钍
qfge	镇静
qfh	针
qfhh	镇上
qfhw	镇 鎮
qfia	镇江
qfiy	銶
qfke	鎱
qflg	镭
qfny	鋕
qfpf	镇守
qfpg	镇定
qfqy	针灸
qfta	镇长
qftj	锗
qftn	铐
qftx	铑
qfwj	鐟
qfwx	多元化
qfwy	鈇
qgah	钘
qgaj	铏
qgal	鱼苗 鳓
qgap	名副其实
qgas	鲽
qgaw	鲜花
qgbh	印
qgbn	免不了 钝
qgce	鲹
qgcf	铚
qgck	鲐
qgcn	鲃
qgdc	鲅
qgdd	鲱
qgde	鲜有 鲔
qgdh	鲜艳
qgdj	鲕
qgdn	鱿 鳡
qgdw	鳜
qgef	鱼肚 镈 鎛
qgeg	锖
qgem	鳐
qgey	铺 匍 錶
qgf	鱼
qgfc	鱼翅
qgff	鲑
qgfh	釪
qgfj	鳍
qgfk	鲒
qgfl	鱼雷
qgfm	鲼
qgft	鲮
qgfv	鳕
qgge	鲭
qggf	錱
qggh	鲆
qggl	鲾
qggn	鲀
qggo	留下来
qggq	鲠
qghc	鲏
qghg	钲
qghk	鲇
qghn	钙 鲈 鐚
qgib	鱼池
qgic	鲿
qgil	盥
qgio	金碧辉煌
qgiy	钚 鈈
qgjc	鳗
qgje	鲜明
qgjf	鏄 鲁 鲤 鲣 鲥
qgjh	鳀
qgjj	金正日 鲳
qgjl	鳁
qgjn	鳎
qgjx	鲲
qgkg	铻
qgkh	镉
qgkl	鍢 匐
qgkn	鳄
qgkw	鏉
qgld	鲴
qgle	鳂
qgli	鍊 鳏
qgln	鳃
qglp	鲢
qgmf	钱财
qgmg	鲉
qgmk	鲷 鲖
qgmu	鳢
qgnf	鲁迅 鳚
qgnj	鲺
qgnm	印刷
qgnr	鳛
qgnx	印尼
qgod	鱼类
qgog	铔
qgoh	鳞
qgoy	铼
qgpq	鲩
qgqg	鲟鱼 鳇鱼 鲤鱼 鱿鱼 鲥鱼
qgqj	印象
qgqn	鲍
qgrg	鲌 鳇
qgrm	负责制
qgrt	鲜卑
qgsi	鳔
qgt	钱
qgti	鲧
qgtk	鱼种
qgtl	鲜血
qgtm	钱币
qgto	鳅
qgts	鲦
qgty	稣
qgua	名列前茅
qgud	鲜 鱼头
qguf	鳉 鳟
qgug	鲜美
qguk	鳝
qguo	鳒
qguq	鲛
qguw	铗
qguy	鳑
qgvb	鲫
qgvf	鲟
qgvg	鲜嫩
qgvl	鲻 鍿
qgvq	鲵
qgwf	鲋
qgwn	鲶
qgww	负责人
qgxa	鲜红
qgya	印度 鳊
qgyh	鳙
qgyi	鲸
qgyj	鲚
qgym	铺设
qgyn	鲂
qgyy	钰
qhad	钀
qhah	鏬
qhal	鐪
qhar	鎼
qhbm	外出
qhcm	外观
qhcy	铍
qhdg	钻石 钻研
qhdm	外面
qhdt	鐬
qhee	外貌
qhfb	外地
qhfj	钻进
qhg	钼
qhga	外形
qhge	外表
qhgk	外事
qhgo	外来
qhhc	外皮 钁
qhhy	鑺 鉲
qhia	外汇
qhjh	鋽
qhkg	钻 外号
qhlf	外围
qhlg	外国
qhlk	外加
qhlo	鏀
qhlp	外边
qhlt	外力
qhlw	外界
qhmy	鍞
qhnn	鐤
qhpi	迯
qhqy	外贸
qhre	外援
qhta	外长
qhtd	外籍
qhtq	独具特色
qhtu	外科
qhty	钻入
qhud	外头
qhuk	外部
qhum	外商
qhuq	外交 外资
qhwc	外公
qhwg	外债
qhwh	外企
qhwm	外侧
qhww	外人
qhy	外 钋
qhyg	外语
qhyy	外文
qibw	乐队
qicm	乐观
qieg	销 銷
qifc	鍅
qifh	乐趣
qigf	乐于
qigy	玺
qii	乐
qiis	金水河
qijg	销量
qikk	乐器
qilf	乐园
qima	乐曲
qimy	锁
qipf	镗
qipg	锁定
qipi	迩
qipm	鑜
qipo	钂
qipq	鎲
qipr	鐣
qips	鏿
qiqn	铫
qisf	钞票
qist	金水桥
qitg	留学生
qitt	钞
qiu	尔
qiuj	乐意
qiul	金学曾
qiva	销毁
qivg	铛
qiwy	销售
qjah	象牙
qjbh	郇
qjcf	铿
qjd	旬
qjel	勨
qjeu	象
qjfg	锂
qjgf	锝
qjgg	钽
qjgr	鍚
qjh	钊 刈
qjjg	象是 锠
qjlg	鎾
qjmm	象山
qjmy	鍝
qjnb	龟
qjng	鎉
qjqr	锡
qjsy	锞
qjtg	象征 鍟
qjxx	锟
qkaf	名著
qkaw	名茶
qkbb	句子 兔子
qkbg	鍓
qkbw	免除
qkcn	锅巴
qkd	句
qket	名胜
qkf	名
qkfd	名城
qkfn	名声
qkg	釦
qkgf	免于
qkgg	锃
qkgq	名列
qkh	钏
qkhh	钟
qkhk	鏴
qkiw	名誉
qkjg	名师
qkkg	铝 鋁
qkkh	名贵
qkkn	名叫 鍔 锷
qkln	劬
qkmm	名山
qkmw	锅
qkoy	锅炉
qkpb	名字
qkpe	名家
qkpt	名额
qkpy	钟祥
qkqb	免
qkqg	鸲
qkql	勉
qkqp	逸
qkqq	够
qkqy	兔
qkrn	名气
qkst	铁路桥
qkth	名牌 名片
qktj	免得
qktq	名称
qkud	名头
qkuj	名单
qkum	免疫
qkuq	名将 名次
qkwd	名优
qkwu	名位
qkww	名人
qkwy	鉙
qkxg	铁路线
qkxj	免费 劖
qkxk	勉强
qkxy	毚
qkyl	名为
qkyn	名词
qkyq	名义
qld	甸
qldg	锢
qldy	铟
qlg	钿
qlge	鍡
qlh	钾
qllf	鑸
qlny	锶
qlpy	鏈 链
qlqj	镯
qlqy	锣
qlru	链接
qlww	外国人
qlxi	鏍
qlxy	鑼
qmaw	负荷
qmde	负有
qmdg	钢厂
qmdm	负面
qmdu	奂
qmdy	铜矿 鉠
qmg	铀
qmgg	钢琴
qmgk	铜
qmgm	负责
qmjh	鍘 铡
qmkg	铅
qmkk	铜器
qmnk	鍋
qmnn	铠
qmqr	钢铁
qmqy	钢
qmrj	负担
qmsf	钢材
qmsr	钢板
qmte	钢筋
qmth	铜牌 鎽
qmtt	铅笔
qmu	负
qmwg	负债
qmwk	鑴
qmwt	夐 敻
qmwy	钠
qmy	钡
qmyy	钒
qnad	馍
qnae	饭菜
qnag	馑
qnah	乌鸦
qnaq	饶
qnat	馓
qnb	饣
qnbb	饺子
qnbg	饵
qnck	饴
qnct	馂
qndg	独居石 锯
qndp	饭碗
qnet	饮用
qnev	馁
qnfb	饽
qnfc	乌云
qnfg	钮
qngb	邬
qngd	乌
qnge	馕
qngn	饨
qngq	饿死
qngt	饯
qnhc	鍜
qnhg	镅
qnhh	鍏
qnij	钃
qnis	饮酒
qnjc	馒
qnjh	刨
qnjs	馃
qnjx	馄
qnjy	蚀
qnkm	馈
qnlf	包围
qnmn	饥
qnn	钇 钆
qnna	饥民
qnnk	饲 锔
qnnr	饧
qnnw	馔
qnou	饮料 饲料 炰
qnpn	馆
qnpu	包袱
qnqj	乌龟
qnql	馏
qnqn	饱 饥饿
qnqu	馋
qnqv	馅
qnqw	饮
qnrc	饭
qnrn	包扎 饩
qnrt	包括 钖
qnsg	馇
qnsm	包机
qnsv	乌桕
qntd	饫
qntf	饪
qnth	饰
qntk	饷 饱和 饹
qntl	饬
qntt	饿 铋
qnua	饼
qnud	饲养 馒头
qnuf	包装 馐
qnuq	饺
qnv	包
qnvc	馊
qnwe	镠 鏐
qnwt	馀
qnwy	包含 饮食
qnxn	铌
qnyh	饭店
qnyj	包裹
qoag	魟
qoaw	鱑
qobl	鯭
qobx	鬯
qoce	鯵 鯒
qock	鱊
qofk	鱚
qofl	鱩
qoft	鯪
qogx	鱺
qogy	镤
qohi	鮛
qoit	魦
qojh	鯷
qokf	鱓
qokn	鰐
qole	鰃
qolp	鰱
qomd	鱡
qomg	鮋
qonc	鰕
qonf	鱂
qool	鐒
qoos	鑅
qooy	锬
qopv	鮟
qoqb	鮠 鮣
qoqk	鮈
qoqt	鯼
qorg	鮊
qori	鰁
qorj	鯯
qosj	鱏
qott	鱵
qou	炙 魚
qovg	镂
qowy	魜
qoxj	鮄
qoxu	鰯
qoy	鈥 钬
qoyi	鱇
qoyy	魰
qpdc	鋐
qpey	鎵 镓
qpfa	金字塔
qpfh	鑳
qpfi	錝
qpgh	锭
qpgw	夤
qplh	鍕
qpnn	錧
qpvg	铵
qpwi	镲
qpwk	镕 鎔
qpwn	鑹
qpxg	外祖母
qpxn	铊
qpyg	鎺
qpym	钟祥市
qqad	多项
qqah	金牙
qqal	金莲
qqam	金黄
qqaw	金花
qqbb	多子 金子
qqbf	金陵
qqbk	匈
qqbt	鍐
qqck	金台
qqcn	铯
qqcy	钩
qqdg	金石
qqdn	多万
qqee	多月 金钱豹
qqet	多用
qqfq	多元
qqg	鍂
qqgd	多天
qqgf	多于
qqgj	镥
qqgk	金融
qqgu	金平
qqiq	金光
qqit	多少
qqiy	铄 鉨
qqjt	金星
qqkg	铭 鉤
qqky	鑱
qqlw	金轮
qqmq	金刚 多岁
qqna	金殿
qqng	钨
qqnt	金属
qqov	多数
qqoy	多米
qqpe	多家
qqpt	金额
qqqc	金色
qqqf	鑫
qqqg	金钱 钓鱼
qqqk	多名
qqqq	金 多多
qqqv	金银
qqqy	多久 钓鱼岛
qqrh	多年
qqrn	多所 锪
qqsu	多样
qqsy	乌鲁木齐 铩
qqta	多长
qqtb	铆
qqtc	多么
qqth	金牌 多处
qqti	金箔
qqtk	多种
qqts	多条
qqu	多 爻
qquc	多尔衮
qqud	钦差
qquf	多半
qqug	钧
qquq	多次
qqvc	匈奴
qqvg	金嫣
qqvh	铮
qqwa	金代
qqwh	多个
qqwm	钦佩
qqwt	多余
qqwy	钦
qqxx	金丝
qqyg	鍧
qqyl	镏
qqyt	多谢
qqyv	金庸
qqyw	多座
qqyy	铭文 多方 钓
qrcy	钣
qrdy	铁矿
qre	勿
qrfb	忽地
qrfh	鍎
qrfm	锧
qrg	铂
qrge	铁青
qrgg	鍠
qrip	铁掌
qriy	铢
qrjf	曶
qrjh	刎
qrkh	铁路
qrlt	忽略
qrmh	锦
qrmk	匋
qrnq	兜
qrnu	忽
qrny	匆忙
qrpy	忽视
qrqd	忽然
qrqk	铁锅
qrql	铁链
qrqr	匆匆
qrqs	铁钉
qrqw	锨
qrsd	铁棒
qruy	铁门
qrwy	铁
qryi	匆
qryn	怱
qryt	锦州
qsaa	弑
qsfh	铁木真
qsfi	镖
qsgg	钵
qsgm	独树一帜
qsgq	杀死
qsh	钉
qsjh	刹 鐔
qskk	鎶
qsnn	镖局
qsnt	多样性
qsnw	杀戮
qspd	杀害
qspf	锦标赛
qsqr	鑻
qsrh	杀掉
qsrt	杀手
qsu	杀
qswt	杀伤
qsww	杀人
qswx	多样化
qsya	弒
qsyj	剎
qtad	獏 狨
qtae	獴
qtaf	希特勒
qtaj	猎
qtal	猫
qtat	猛攻
qtaw	猉
qtay	獾
qtbb	儿子 狮子 猴子
qtbh	卯
qtbi	狲
qtbl	猛
qtbn	犯 犼
qtcb	犹豫
qtcq	狁
qtcs	猱
qtct	狻
qtcy	獁
qtde	独有 猢
qtdf	狂奔
qtdg	铦
qtdh	锋
qtdi	獠 獂
qtdk	猗
qtdn	犹
qtdw	獗
qtdy	犹太
qte	犭
qteg	狙
qtem	猺
qten	锈
qtfa	独裁
qtfb	猛地
qtfc	铥
qtfe	猿
qtfh	钎 犴
qtfj	猪
qtfk	锆
qtfm	鑽
qtfp	铤
qtfq	铣
qtfs	橥
qtft	犲
qtfv	锸 鍤
qtfw	犯规
qtga	外向型
qtge	猜
qtgf	锤 锺 錘 鍾
qtgg	狂
qtgh	犻
qtgm	獭
qtgn	钅
qtgp	逛
qtgq	猛烈
qtgt	獓
qtgw	狭
qthc	狓
qthm	猇
qthn	鎴
qths	镍 鎳
qthw	独具
qtih	狭小
qtim	猜测
qtip	鲁智深
qtjc	獌
qtjf	狸 猂
qtjg	猩
qtjh	狮
qtjj	猖
qtjn	猲
qtjs	猓
qtjt	鍑
qtjy	独
qtke	狷
qtkg	铬 鉻
qtkh	狱中
qtkt	玁
qtld	犯罪
qtle	猬 猥
qtlh	狎
qtlj	獨
qtmd	鐭
qtme	猾
qtmq	狂风
qtmw	猪肉
qtmy	狈
qtn	儿
qtnm	峱
qtny	夕
qtol	鐇
qton	悐
qtop	逖
qtoy	狄 锹
qtpe	独家
qtpf	狩
qtps	狞
qtpw	狭窄 印第安人 狖
qtqd	猛然
qtqh	獬 狰
qtqi	狝
qtqk	狗
qtqn	狍
qtqs	多种多样
qtqt	狠狠 狩猎 狼狈 狡猾 狐狸 猖獗
qtqy	犳
qtrt	锇 獥
qtrv	狂热
qtry	狐
qtsh	猜想
qtta	狭长
qttf	狅 獋
qtth	独自
qttj	锋利 猁
qttk	狢
qttn	犵
qtto	獯
qttr	独特
qtud	银行券 猴头
qtuf	獞
qtuj	儿童 獐
qtul	獈
qtuq	狡 獍
qtut	獙
qtuu	独立
qtvb	卿
qtve	狠
qtvk	犹如
qtvq	猊
qtvv	儿女
qtvy	犱
qtwd	猴
qtwi	猃
qtwk	獊
qtww	犯人 猎人 獫
qtwy	猚
qtxi	猕
qty	乂
qtyd	狱
qtye	狼
qtyf	猝
qtyg	狺
qtym	犺
qtyo	鸑
qtyq	狭义
qtyt	犷
qubb	镜子
qud	匀
quda	鎈
qudb	锩
qudk	鐥
qudp	鎹
qued	鑨
queg	鐗
quep	鐩
qufh	钭
quga	鐦 锎
qugd	镁
qugi	镧
quh	锌
qujf	鐘
qujg	锏 鐧
qujn	镱
qujq	镜
qukg	锫
qukq	锐
qumd	镝
qun	钔
qunt	独立性
quoj	镨
quph	鍗
qupn	外交官
qupy	镑
quqf	锵
quqy	铰
qusf	鐏
qutt	铲
quty	独立自主
quud	镜头
quuk	外交部 铁道部
quut	外交部长
quwl	鎰 镒
quxt	锑 銻
quxx	镃 鎡
qvad	詹姆斯
qvaf	鐞
qvav	急切
qvbb	银子
qvbc	争取
qvbh	邹
qvdf	争夺
qvey	银
qvf	臽 刍
qvfd	急需
qvfp	键
qvg	钕
qvgf	急于
qvgk	急速
qvgm	银两
qvhc	皱 锼
qvhj	争
qvis	银河
qviy	急流
qvjs	鏁
qvkg	铷
qvki	争吵
qvlg	锱
qvln	镴
qvmy	鎻
qvnd	急剧
qvnh	皱眉
qvnt	急性
qvnu	急
qvny	急忙
qvpc	锓
qvqf	银针
qvqg	银鱼
qvrv	争执
qvsh	争相
qvsk	银杏
qvte	键盘
qvtf	银行
qvto	煞
qvuf	争斗
qvuj	刹那间
qvum	争端
qvuq	银奖
qvuy	争辩
qvwk	急促
qvws	多媒体
qvwy	雏
qvxy	皱纹
qvyw	争论
qvyy	争议 釼
qwdc	鍛 锻
qwga	鑰
qwgd	鍨
qwgg	铨
qwgk	铪
qwgr	鎿 镎
qwgu	鐙 镫
qwhe	鏅 鎀
qwiy	鉩
qwnp	鎚
qwoa	锻炼
qwpt	销售额
qwu	欠
qwwf	锉 銼
qwxf	铧
qwxn	鈋
qwyc	铃
qwye	鎸 飧 镌
qwyg	锥
qwyk	鎗
qwym	鐫
qwyn	钤
qwyo	鐎
qwyt	锡伯族
qxfk	鐑
qxfm	鏆
qxhw	鎭
qxjm	鐨 镄
qxkj	镪
qxqt	金丝猴
qxxn	鈚
qxxr	锴
qxxt	鐖
qyac	鍍 镀
qyaq	解放区
qybg	锦衣卫 錞
qybt	镦 鐓
qycq	铳 锍
qyd	訇
qyde	留有
qydh	留在
qyey	铱 锿
qyft	印度教
qygh	留下
qyhh	岛上
qyhn	鸟瞰
qyhq	解放战争
qyi	久 夊 勺
qyip	留学
qyiu	印度洋
qyjq	贸易
qyke	镶 鑲
qykh	解放路
qyls	解放思想
qyma	镶嵌
qymg	岛屿
qymh	铈 鈰
qymk	鎬 镐
qymn	钪
qyn	钫
qync	鹱
qyne	袅
qyng	鸟
qynm	岛 凫
qyno	镳
qyns	枭
qynx	鸵
qyny	留心
qyod	鸟类
qyou	灸 粂
qypf	留守
qypl	解放军
qypy	留神
qyqd	贸然
qyqy	久久
qyrg	解放后
qytb	鍦 孵
qytd	鏃 镞
qyth	鏇 镟
qyty	卵
qyuj	留意
qyuo	镰 鐮
qyuw	钱谦益
qyvb	鎯 鄮
qyve	锒
qyvg	鹠
qyvh	镛
qyvi	鏮
qyvj	卵巢
qyvl	留
qyvm	贸
qyvo	鶹
qyvp	遛
qywx	孵化
qyxw	留给
qyxy	铉
qyyg	岛主
raag	拭
rab	皂
rabm	找出
radr	撕
radw	掑
raet	撒
rafg	拑
rafp	摸索
rag	扛
raga	拱形
ragc	找到
ragf	撶 皣
ragh	撕下
rahh	挋
rajd	摸
rajg	措
ralg	描
rang	拒
rann	抴
rans	揲
ranw	拣
raog	手工业
rapg	描写
rapl	捞
raqy	抠
rara	摸摸
rart	拱手
rasg	搭配 氨基酸
rasy	描述
rat	找
ratq	挠
ravf	找寻
rawc	擭
rawg	反革命
rawk	搭
raws	搽
rawy	拱
raxq	拒绝
raxw	描绘
raya	撒谎
rayt	措施
rbcc	摄
rbcy	报
rbde	撱
rbfi	拯救
rbfj	报刊
rbft	报考
rbhh	报上
rbia	扬子江
rbig	拯
rbjy	摄影
rbmh	拙
rbpy	报社
rbqk	报名
rbsg	报酬
rbsq	朱子柳
rbte	护卫舰
rbtf	报告
rbtj	报复
rbtw	报答
rbty	摄入
rbut	报道
rbwf	招聘会
rbwv	报仇
rbww	报价
rbxq	报纸
rcad	托马斯
rcah	拚
rcam	反恐
rcat	反攻
rcaw	反共
rcbb	瓜子 摊子
rcbh	抒
rcbs	揉
rccc	掇
rccf	反对
rccq	反驳
rccs	搡
rcde	掺
rcdg	反感
rcdm	反而
rceh	捅
rcfc	反动
rcfh	抬起 择
rcfm	反击
rcga	摊开
rcgh	反正
rci	反
rcif	反潜
rcip	反常
rcjm	反映
rckg	抬
rckt	反响
rclk	返回
rcln	反思
rcn	把
rcng	抒情
rcpi	返
rcpp	反之
rcqn	反馈 抁
rcrn	把握
rcrs	挨打
rcrt	反手 把手
rcry	反抗
rctd	挨
rctj	反复
rctm	反射
rcud	抬头 把头 挨着
rcup	反帝
rcwg	反倒 拚命
rcwv	瓜分
rcwy	摊
rcxu	反弹
rcyi	反应 瓜
rcyj	搔 瓥
rcym	抬高
rcyn	瓟
rcyy	扠
rdah	拔牙
rdbm	拔出 排出
rdbn	扼
rdbw	排除 排队
rdcy	拔
rddl	振奋
rdfb	所在地
rdfc	振动
rdfe	振
rdff	捱
rdfh	拜
rdfi	捺
rdfj	皋
rdfn	挎 翱
rdft	所有者
rdfy	摦
rdg	拓
rdgn	撼
rdgq	排列
rdht	摵
rdii	排水
rdiw	振兴
rdjd	排
rdjn	掩
rdjv	朱厚照
rdkh	拓跋
rdmq	拜见
rdmy	颀
rdna	拓展
rdnk	振臂
rdnl	拋
rdnn	扰
rdoy	拻
rdpa	拓宽
rdpy	挞
rdqk	排名
rdqn	掩饰
rdqq	摤
rdrg	皇太后
rdrm	所有制
rdry	掩护 排斥 排挤
rdsc	所有权
rdse	皇太极
rdta	排长
rdtd	扰乱
rdug	掩盖
rdui	撩
rduw	撅
rdwd	揍
rdwg	白万剑 拔剑
rdwh	捧
rdwt	搸
rdww	所有人
rdxn	拢
rdyt	排放
rdyy	拜访
rebg	捊
recb	授予
rede	拥有
reeg	援助
refa	拥戴
refc	援
refy	捋
reh	拥
reji	摇晃
relg	牛爱国
ren	扔
repc	授
rept	皧
rerm	摇
rerq	拥抱
rery	拥护 拥挤
resc	授权
resy	採
reud	摇头
revg	挼
reyy	扱
rfaa	技工
rfag	技巧
rfan	技艺
rfbb	质子
rfce	技能
rfcy	技 抎
rfde	持有
rfdg	质感
rfem	持股
rffb	质地
rffg	挂
rffp	抗震救灾
rffq	皢
rffy	持
rfgo	看起来 反过来
rfgu	朱元璋
rfhd	盾
rfhm	攧
rfhp	遁
rfhw	搷
rfif	技法
rfir	反动派
rfjf	擀
rfjg	质量
rfkg	拮
rfkk	探雷器
rfkm	撷
rflf	白嘉轩
rflg	擂
rfmh	乕
rfmi	质
rfnt	技改
rfny	抟
rfoq	迫击炮
rfoy	捇
rfpy	挝
rfqn	抚
rfqy	持久
rfra	抚摸
rfrf	扶持
rfsy	技术
rftn	拷
rfud	抚养
rfup	撻
rfwl	撵
rfwt	掕
rfwv	扶贫
rfww	岳夫人
rfwy	扶 皬 攉
rfxf	持续
rfxt	质疑
rfyq	质询
rgad	后期 殷正茂
rgak	后勤
rgan	后世
rgbb	皇子
rgbf	丘陵 皇陵
rgbg	后卫
rgbh	邱
rgbp	后院
rgbv	卮
rgca	后劲
rgck	后台
rgcn	兵马
rgd	丘
rgdm	后面
rgdn	掭
rgdq	捷克
rgef	搏
rgeg	皘
rget	迫不及待
rgey	捕
rgf	皇
rgfd	皇城
rgfg	兵士
rgfh	扜
rgfm	抨击
rgfs	热带雨林
rgft	后者
rggc	看不到
rggd	后天
rggg	摄政王
rggo	后来 接下来
rggx	殷素素
rghg	掗 扌
rghh	皇上
rgif	兵法
rgip	执政党
rgiq	皝
rgiy	抔
rgjs	后果
rgkd	后
rgke	攮
rgkf	垕
rgkg	捂
rgkk	兵器
rgkp	逅
rglf	兵团
rglp	后边
rglt	兵力
rgmi	拺
rgmj	岳
rgmy	皟
rgnt	后悔
